niyohsi̲ˀda:ge:	ni-yo-hsi̲ˀd-a:ge:		partitive-it.o-foot-be.a.certain.number.stative	‘three feet’	niyohsi̲ˀdá:ge:	ni-yo-hsi̲ˀd-á:ge:		
nigahǫnaˀdage:	ni-ga-hǫnaˀd-a:ge:		partitive-it.a-potato-be.a.certain.number.stative	‘three potatoes’	nigahǫnáˀdage:	ni-yo-hǫnáˀd-á:ge: partitive-it.o-potato-be.a.certain.number.stative ni-ga-hǫnáˀd-á:ge:		
shoyę:twęh	s-ho-yę:tw-ęh		repetitive-he.o-plant-stative	'he planted it again'	shoyę́:twęh	s-ho-yę́:tw-ęh		
hoyę:twęh	ho-yę:tw-ęh		he.o-plant-stative	'he planted it'	hoyę́:twęh	ho-yę́:tw-ęh		
sawada̲hǫ:dǫ:ˀ	sa-w-ad-a̲hǫ:dǫ:-ˀ		repetitive-factual-it.a-semireflexive-ask-punctual	'it asked again'	sawada̲hǫ́:dǫ:ˀ	sa-w-ad-a̲hǫ́:dǫ:-ˀ		
awada̲hǫ:dǫ:ˀ	a-w-ad-a̲hǫ:dǫ:-ˀ		factual-it.a-semireflexive-ask-punctual	'it asked'	awada̲hǫ́:dǫ:ˀ	a-w-ad-a̲hǫ́:dǫ:-ˀ		
jago:kǫ:ni:	j-ago:-k-ǫ:ni-:		repetitive-she.o-food-make-stative	'she is cooking again'	jago:kǫ́:ni:	j-ago:-k-ǫ́:ni-:		
odrę:no:t	o-d-rę:n-o:t		it.o-semireflexive-song-stand.stative	'it is singing'	odrę́:no:t	o-d-rę́:n-o:t		
joto:weˀ	j-o-t-ho:weˀ		repetitive-it.o-semireflexive-cold.stative	'it is cold again'	jotó:weˀ	j-o-t-hó:weˀ		
oto:weˀ	o-t-ho:weˀ		it.o-semireflexive-cold.stative	'it is cold'	otó:weˀ	o-t-hó:weˀ		
jidwahshe:t	ji-dwa-hshe:t		repetitive-we.all-count-ø.aspect	'let's count again'	jidwáhshe:t	ji-dwá-hshe:t		
dwa̲hshe:t	dwa̲-hshe:t		we.all-count-ø.aspect	'let's count'	dwa̲hshe:t	dwa̲-hshe:t		
aˀe:yǫˀ	a-ˀe:-yǫ-ˀ		factual-she.a-arrive-punctual	'she arrived'	aˀé:yǫˀ	a-ˀé:-yǫ-ˀ		
ahahdę:diˀ	a-ha-hdę:di-ˀ		factual-he.a-leave-punctual	'he left'; 'he went away'	ahahdę́:diˀ	a-ha-hdę́:di-ˀ		
hę:geˀ	h-ę:-g-e-ˀ		translocative-future-I.a-go-punctual	'I will go there'	hę́:geˀ	h-ę́:-g-e-ˀ		
i:geˀs	i:-g-e-ˀs		prothetic-I.a-go-habitual	'I am here'	í:geˀs	í:-g-e-ˀs		
shaha:wiˀ	s-ha-ha:wi-ˀ		repetitive-he.a-carry-punctual	'he brought it with him'	shahá:wiˀ	s-ha-há:wi-ˀ		
hadiha:wiˀs	hadi-ha:wi-ˀs		they(males).a-carry-habitual	‘they (m) carry it along’	hadihá:wiˀs	hadi-há:wi-ˀs		
sganyadaes	s-ga-nyada:-es		repetitive-it.a-lake-long.stative	'Long Lake'; 'Skaneateles, N.Y.'	Sganyádaes	s-ga-nyáda:-es		
sa̲hęnada:tre:waht	sa̲-hęn-ada:t-hre:waht-.		repetitive-they(males).a-reflexive-punish-ø.punctual	'they (males) repented'	sa̲hęnada:tré:waht	sa̲-hęn-ada:t-hré:waht-ø		
ęhsgaeyǫˀt	ę-hs-gae-yǫˀt-.		future-repetitive-they(fe/males).a-cause.to.arrive-ø.punctual	'they (females or mixed group) will bring it back'	ęhsgáeyǫˀt	ę-hs-gáe-yǫˀt-ø		
sgadęhda:ˀ	s-ga-dęhda:ˀ		repetitive-it.a-lie.spread.out.on.the.ground.stative	'to resurface something'	sgadę́hda:ˀ	s-ga-dę́hda:ˀ		
ęjisatganya̲ˀgęˀ	ę-ji-s-at-ganya̲ˀg-ę-ˀ		future-repetitive-you(one).a-semireflexive-pay-benefactive-punctual	'you will be reimbursed, refunded'	ęjisatgánya̲ˀgęˀ	ę-ji-s-at-gánya̲ˀg-ę-ˀ		
shonǫˀne:t	s-ho-nǫˀ-ne:t		repetitive-he.o-head-keep.in.line.stative	'he is behind him, he is next in line'	shonǫ́ˀne:t	s-ho-nǫ́ˀ-ne:t		
ęjijadrihwa̲hsrǫ:niˀ	ę-ji-j-ad-rihw-a̲-hsrǫ:ni-ˀ		future-repetitive-you(two).a-semireflexive-matter-joinerA-fix-punctual	'you two will reconcile'	ęjijadrihwa̲hsrǫ́:niˀ	ę-ji-j-ad-rihw-a̲-hsrǫ́:ni-ˀ		
sawęhsga:ˀ	sa-w-ęhs-ga:-ˀ		repetitive-it.a-foot-make.a.rattling.noise-punctual	'it spun out, took off with a rattling sound'	sawę́hsga:ˀ	sa-w-ę́hs-ga:-ˀ		
swa̲hahadih	s-wa̲-hah-adih		repetitive-it.a-road-side.stative	‘the other side of the road’	swa̲háhadih	j-o̲-háh-adih repetitive-it.o-road-side.stative, s-wa̲-háh-adih		
sganǫhsa:t	s-ga-nǫhs-a:-t		repetitive-it.a-house-joinerA-stand.stative	‘one house’	sganǫ́hsa:t	s-ga-nǫ́hs-a:-t		
ganǫhsaˀ	ga-nǫhs-aˀ		it.a-house-nsf	‘house’	ganǫ́hsaˀ	ga-nǫ́hs-aˀ		
swahdahgwa:t	s-w-ahdahgw-a:-t		repetitive-it.a-shoe-joinerA-stand.stative	‘one shoe’	swahdáhgwa:t	s-w-ahdáhgw-a:-t		
ahdahgwaˀ	ahdahgw-aˀ		shoe-nsf	‘shoes’	ahdáhgwaˀ	ahdáhgw-aˀ		
joyęhsra:t	j-o-yęhsr-a:-t		repetitive-it.o-blanket-joinerA-stand.stative	‘one blanket’	joyę́hsra:t	s-ga-yę́hsr-a:-t, j-o-yę́hsr-a:-t		
oyęhsraˀ	o-yęhsr-aˀ		it.o-blanket-nsf	‘blankets’	oyę́hsraˀ	o-yę́hsr-aˀ		
jo̲hǫna̲ˀda:t	j-o̲-hǫna̲ˀd-a:-t		repetitive-it.a-potato-joinerA-stand.stative	‘one potato’	jo̲hǫ́na̲ˀda:t	s-ga̲-hǫ́na̲ˀd-a:-t, j-o̲-hǫ́na̲ˀd-a:-t		
ohǫna̲ˀdaˀ	o-hǫna̲ˀd-aˀ		it.o-potato-nsf	‘potatoes’	ohǫ́na̲ˀdaˀ	o-hǫ́na̲ˀd-aˀ		
sgatsǫˀ	s-ga-t-shǫˀ		repetitive-it.a-stand.stative-pluralizer	‘one at a time’; ‘one each’	sgatsǫˀ	s-ga-t-shǫˀ		
sga:t	s-ga:-t		repetitive-it.a-stand.stative	‘one thing’	sga:t	s-ga:-t		
ęsahshe:t	ę-s-ahshe:t-.		future-you(one).a-count-ø.punctual	'count by ones, one by one'	ęsáhshe:t	s-ga-t-shǫˀ repetitive-it.a-stand.stative-pluralizer ę-s-áhshe:t-ø		
da̲ha:di:yoˀ	d-a̲-ha:di:-yo-ˀ		cislocative-factual-they(males)-arrive-punctual	'they came in one by one'	da̲ha:dí:yoˀ	s-ga-t-shǫˀ repetitive-it.a-stand.stative-pluralizer shęh that d-a̲-ha:dí:-yo-ˀ		
jo̲hsˀdatsǫˀ	j-o̲-hsiˀd-a-t-shǫˀ		repetitive-it.o-foot-joinerA-stand.stative-pluralizer	‘a one foot distance’	jo̲hsˀdatsǫ́ˀ	j-o̲-hsíˀd-a-t-shǫˀ		
jo̲hsiˀda:t	j-o̲-hsiˀd-a:-t		repetitive-it.o-foot-joinerA-stand.stative	‘one foot’	jo̲hsíˀda:t	j-o̲-hsíˀd-a:-t		
todinę̲hę:dreˀ	t-hodi-nę̲hę:dreˀ		cislocative-they(males)-stand.in.line.stative	'people are standing in a straight line one foot apart'	todinę̲hę́:dreˀ	j-o̲-hsiˀd-a-t-shǫ́ˀ repetitive-it.o-foot-joinerA-stand.stative-pluralizer naˀde-gaǫ-dréˀ partitive.dualic-they(females or mixed)-apart.stative t-hodi-nę̲hę́:dreˀ		
ganaˀjo̲hkwaˀ	ga-naˀj-o̲-hkwaˀ		it.a-pail-submerged.stative-instrumental	'the bottles are standing one foot apart'	ganáˀjo̲hkwaˀ	j-o̲-hsiˀd-a-t-shǫ́ˀ repetitive-it.o-foot-joinerA-stand.stative-pluralizer naˀde-gęn-a:dréˀ partitive.dualic-they(things)-apart.stative ga-náˀj-o̲-hkwaˀ		
sga̲ˀdrehdatsǫˀ	s-ga̲-ˀdrehd-a-t-shǫˀ		repetitive-it.a-car-joinerA-stand.stative-pluralizer	‘each car’; ‘one car at a time’	sga̲ˀdréhdatsǫˀ	s-ga̲-ˀdréhd-a-t-shǫˀ		
sga̲ˀdrehda:t	s-ga̲-ˀdrehd-a:-t		repetitive-it.a-car-joinerA-stand.stative	‘one car’	sga̲ˀdréhda:t	s-ga̲-ˀdréhd-a:-t		
dahsa:dih	da-hs-a:di-h		cislocative-you(one).o-throw-ø.aspect	'throw it towards me'	dahsá:dih	da-hs-á:di-h		
heˀsa:dih	heˀ-s-a:di-h		translocative-you(one).o-throw-ø.aspect	'throw it away from me'	heˀsá:dih	heˀ-s-á:di-h		
tgayętwa̲hsǫˀ	t-ga-yętw-a̲-hs-ǫˀ		cislocative-it.a-plant-joinerA-habitual-plural	'it is planted over there'	tgayę́twa̲hsǫˀ	t-ga-yę́tw-a̲-hs-ǫˀ		
hegayętwahsǫˀ	he-ga-yętw-a-hs-ǫˀ		translocative-it.a-plant-joinerA-habitual-plural	'it is planted over there'	hegayętwáhsǫˀ	he-ga-yętw-á-hs-ǫˀ		
gayętwa̲hsǫˀ	ga-yętw-a̲-hs-ǫˀ		it.a-plant-joinerA-habitual-plural	'it is planted (here)'	gayę́twa̲hsǫˀ	ga-yę́tw-a̲-hs-ǫˀ		
dahsa:dih	dah-s-a:di-h		cislocative-you(one).o-throw-ø.aspect	'throw it to me'	dahsá:dih	dah-s-á:di-h		
heˀsa:dih	heˀ-s-a:di-h		translocative-you(one).o-throw-ø.aspect	'throw it away from me'	heˀsá:dih	heˀ-s-á:di-h		
haˀsa:do:wih	haˀ-s-a:d-o:wi-h		translocative-you(one).a-semireflexive-drive-ø.aspect	'drive it over there'	haˀsa:dó:wih	haˀ-s-a:d-ó:wi-h		
dasadawę:	da-s-ad-awę:-.		cislocative-you(one).a-semireflexive-swim-ø.aspect	'swim this way'	dasádawę:	da-s-ád-awę:-ø		
haˀsadawę:	haˀ-s-ad-awę:-.		translocative-you(one).a-semireflexive-swim-ø.aspect	'swim over there'	haˀsádawę:	haˀ-s-ád-awę:-ø		
desaˀdre:	de-sa-ˀdre:-.		cislocative-you(one).o-drive-ø.aspect	'drive over here'	desáˀdre:	de-sá-ˀdre:-ø		
heˀsaˀdre:	heˀ-sa-ˀdre:-.		translocative-you(one).o-drive-ø.aspect	'drive over there'	heˀsáˀdre:	heˀ-sá-ˀdre:-ø		
tga̲he:ˀ	t-ga̲-he:ˀ		cislocative-it.a-sitting.on.top.of.stative	'it is setting there'	tga̲he:ˀ	t-ga̲-he:ˀ		
heˀgahe:ˀ	heˀ-ga-he:ˀ		translocative-it.a-sitting.on.top.of.stative	'it is sitting way over there'	heˀgáhe:ˀ	heˀ-gá-he:ˀ		
ga̲he:ˀ	ga̲-he:ˀ		it.a-sitting.on.top.of.stative	'it is sitting (here)'	ga̲he:ˀ	ga̲-he:ˀ		
ga:yęˀ	ga:-yęˀ		it.a-lie.stative	'it is lying'	gá:yęˀ	gá:-yęˀ		
tga:yęˀ	t-ga:-yęˀ		cislocative-it.a-lie.stative	'it is lying there'	tgá:yęˀ	t-gá:-yęˀ		
hega:yęˀ	he-ga:-yęˀ		translocative-it.a-lie.stative	'it is lying over there'	hegá:yęˀ	he-gá:-yęˀ		
gani:yǫ:t	ga-ni:yǫ:t		it.a-hang.stative	'it is hanging'	ganí:yǫ:t	ga-ní:yǫ:t		
tga:ni:yǫ:t	t-ga:-ni:yǫ:t		cislocative-it.a-hang.stative	'it is hanging there'	tga:ní:yǫ:t	t-ga:-ní:yǫ:t		
hega:ni:yǫ:t	he-ga:-ni:yǫ:t		translocative-it.a-hang.stative	'it is hanging way over there'	hega:ní:yǫ:t	he-ga:-ní:yǫ:t		
ga:deˀ	ga:-deˀ		it.a-stick.out.stative	'it is sticking out'	gá:deˀ	gá:-deˀ		
tga:deˀ	t-ga:-deˀ		cislocative-it.a-stick.out.stative	'it is sticking out'	tgá:deˀ	t-gá:-deˀ		
hega:deˀ	he-ga:-deˀ		translocative-it.a-stick.out.stative	'it is sticking out over there'	hegá:deˀ	he-gá:-deˀ		
eˀdrǫˀ	e-ˀdrǫˀ		she.a-dwell.stative	'she is home'	eˀdrǫˀ	e-ˀdrǫˀ		
gye̲ˀdrǫˀ	g-ye̲-ˀdrǫˀ		cislocative-she.a-dwell.stative	'she is at home'	gye̲ˀdrǫˀ	g-ye̲-ˀdrǫˀ		
heyeˀdrǫˀ	he-ye-ˀdrǫˀ		translocative-she.a-dwell.stative	'she is at home, way over there'	heyéˀdrǫˀ	he-yé-ˀdrǫˀ		
tgayi:	t-ga-yi:		cislocative-it.a-right.stative	'it is right, correct'	tgayí:	t-ga-yéi:, t-ga-yí:		
dwagado̲ˀkda:nih	d-wag-ad-o̲ˀkd-a:ni-h		cislocative-I.o-semireflexive-finish-benefactive-habitual	'I am dissatisfied'	dwagado̲ˀkdá:nih	d-wag-ad-o̲ˀkd-á:ni-h		
itseˀs	i-t-s-e-ˀs		prothetic-cislocative-you(one).a-go-habitual	'you wander (all the time); you are over there'	itseˀs	ę: ‘again’ tsǫ: ‘just’ i-t-s-e-ˀs		
tga:gwitgęˀs	t-ga-ragw-itgę-ˀs		cislocative-it.a-sun-rise-habitual	'east (direction); the sun rises there'	tgá:gwitgęˀs	t-gá-ragw-itgę-ˀs		
ętsaˀsęht	ę-t-s-aˀsęht-.		future-cislocative-you(one).a-bring.down-ø.punctual	'you will bring it down'	ętsáˀsęht	ę-t-s-áˀsęht-ø		
gyodoˀkda̲ˀǫh	g-yo-d-oˀkda̲ˀ-ǫh		cislocative-it.o-semireflexive-cause.to.run.out-stative	'it is lacking'	gyodóˀkda̲ˀǫh	g-yo-d-óˀkda̲ˀ-ǫh		
gyagoya̲ˀda:gwęh	g-yago-ya̲ˀd-a:-gw-ęh		cislocative-she.o-body-joinerA-gather-stative	'she has lost weight'	gyagoya̲ˀdá:gwęh	g-yago-ya̲ˀd-á:-gw-ęh		
gyogyęhdǫh	g-yo-g-yęhd-ǫh		cislocative-it.o-semireflexive-hit-stative	'the first one, the beginning'	gyogyę́hdǫh	g-yo-g-yę́hd-ǫh		
dawa:tgri:k	d-a-wa:-t-gri-.-:k		cislocative-factual-it.a-semireflexive-fold-ø.punctual-modalizer	'it pulled back, flinched, shrank'	dawá:tgri:k	d-a-wá:-t-gri-ø-:k		
dawaˀsęˀ	d-a-w-aˀsę-ˀ		cislocative-factual-it.a-reduce-punctual	'it dropped, reduced'	dawáˀsęˀ	d-a-w-áˀsę-ˀ		
tgehdahkwaˀ	t-g-ehdahkw-haˀ		cislocative-I.a-believe-habitual	'I believe'	tgehdáhkwaˀ	t-g-ehdáhkw-haˀ		
ętsadadahshagwęˀ	ę-t-s-adad-ahshagw-ę-ˀ		future-cislocative-you(one).a-reflexive-remember-benefactive-punctual	'you will remind yourself, make yourself remember'	ętsadadáhshagwęˀ	ę-t-s-adad-áhshagw-ę-ˀ		
dawada̲ˀsęht	d-a-w-ad-a̲ˀsęht-.		cislocative-factual-it.a-semireflexive-cause.to.drop-ø.punctual	'it swooped down'	dawáda̲ˀsęht	d-a-w-ád-a̲ˀsęht-ø		
dǫgado̲ˀktahs	d-ǫg-ad-o̲ˀkd-a-hsd-.		cislocative-factual.I.a-semireflexive-lack-joinerA-cause-habitual	'I was not satisfied (with…)'; 'I did not get enough'	dǫgádo̲ˀktahs	d-ǫg-ád-o̲ˀkd-a-hsd-ø		
dawatehtgęht	d-a-w-at-hehtgęht-.		cislocative-factual-it.a-semireflexive-cause.to.go.bad-ø.punctual	'it went bad'	dawatehtgęht	d-a-w-at-hehtgęht-ø		
ętsa:tro:wiˀ	ę-t-s-a:t-hro:wi-ˀ		future-cislocative-you(one).a-semireflexive-tell-punctual	'you will recount, retell'	ętsa:tró:wiˀ	ę-t-s-a:t-hró:wi-ˀ		
ętsatsadǫ:goˀ	ę-t-s-at-hsadǫ:-go-ˀ		future-cislocative-you(one).a-bury-reversive-punctual	'you will unearth it'	ętsatsadǫ́:goˀ	ę-t-s-at-hsadǫ́:-go-ˀ		
ętsa:do:gęhs	ę-t-s-a:do:gęhsd-.		future-cislocative-you(one).a-make.right-ø.punctual	'you will adjust'	ętsa:dó:gęhs	ę-t-s-a:dó:gęhsd-ø		
da:gonhęhęhih	d-a-ago-nhęhęhih-.		cislocative-factual-she.o-dribble-ø.punctual	'she dribbled, peed'	da:gonhę́hęhih	d-a-ago-nhę́hęhih-ø		
dagayagęhdahk	da-ga-yagęhd-a-.-hk		cislocative-it.a-issue.from-joinerA-ø.punctual-former	'it came out suddenly'	dagayagę́hdahk	da-ga-yagę́hd-a-ø-hk		
daję:na:	da-j-ę:na:-.		cislocative-you(one).a-grab-ø.aspect	'grab it!'	daję́:na:	da-j-ę́:na:-ø		
hę:goh	h-ę:-g-oh-.		translocative-future-I.a-dip.in.liquid-ø.punctual	'I will dip it in, submerge it'	hę́:goh	h-ę́:-g-oh-ø		
hegahgwęˀs	he-ga-hgwę-ˀs		translocative-it.a-set-habitual	'to the setting sun, the direction of the sunset, west'	hegáhgwęˀs	he-gá-hgwę-ˀs		
hęhsye:ˀ	h-ę-hs-ye:-ˀ		translocative-future-you(one).a-touch-punctual	'you will touch'	hęhsye:ˀ	h-ę-hs-ye:-ˀ		
hęhsyahnǫ:ˀ	h-ę-hs-ya-hnǫ:-ˀ		translocative-future-you(one).a-touch-distributive-punctual	'you will grope, touch, pick at'	hęhsyáhnǫ:ˀ	h-ę-hs-yá-hnǫ:-ˀ		
hęgǫ:nęht	h-ę-g-ǫ:nęht-.		translocative-future-I.a-swallow-punctual	'I will swallow'	hęgǫ́:nęht	h-ę-g-ǫ́:nęht-ø		
heyotsˀahdǫh	he-yo-tsˀahd-ǫh		translocative-it.o-dwindle-stative	'it is all gone'	heyótsˀahdǫh	he-yó-tsˀahd-ǫh		
hęhso:goht	h-ę-hs-o:goht-.		translocative-future-you(one).a-surpass-ø.punctual	'you will exaggerate, go above and beyond'	hęhsó:goht	h-ę-hs-ó:goht-ø		
hęwaˀsęˀ	h-ę-w-aˀsę-ˀ		translocative-future-it.a-fall.in-punctual	'it will fall in'	hęwáˀsęˀ	h-ę-w-áˀsę-ˀ		
hęgǫyadę:nyeht	h-ę-gǫy-adę:-nyeht-.		translocative-future-i:you-send-punctual	'I will refer you (to someone else)'	hęgǫyadę́:nyeht	h-ę-gǫy-adę́:-nyeht-ø		
he:yoht	he:-yo-ht		translocative-it.o-resemble.stative	'suddenly'	hé:yoht	to: that hé:-yo-ht		
hęhsadagwaihsaht	h-ę-hs-ad-agwaihsaht-.		translocative-future-you(one).a-semireflexive-straighten-ø.punctual	'you will go straight’	hęhsadagwáihsaht	h-ę-hs-ad-agwáihsaht-ø		
heyo:gęˀt	he-yo:-gęˀt		translocative-it.o-transparent.stative	'it is transparent'	heyó:gęˀt	he-yó:-gęˀt		
haˀhoˀnigǫhaˀehs	h-aˀ-ho-ˀnigǫh-a-ˀehsd-.		translocative-factual-he.o-mind-joinerA-cause.to.hit-ø.punctual	'his mind settled on'	haˀhoˀnigǫ́haˀehs	h-aˀ-ho-ˀnigǫ́h-a-ˀehsd-ø		
hęsagya̲ˀdǫ:diˀ	h-ę-s-ag-ya̲ˀd-ǫ:di-ˀ		translocative-future-you(one).o-semireflexive-body-throw-punctual	'you will pounce on it'	hęsagya̲ˀdǫ́:diˀ	h-ę-s-ag-ya̲ˀd-ǫ́:di-ˀ		
hęhaihwęhę:ˀ	h-ę-ha-ihw-ęhę:-ˀ		translocative-future-he.a-matter-convey-punctual	'he will take the message'	hęhaihwę́hę:ˀ	h-ę-ha-ihw-ę́hę:-ˀ		
hękre:k	h-ę-k-hre:k-.		translocative-future-i-push-ø.punctual	'I will push it'	hękre:k	h-ę-k-hre:k-ø		
hęgoˀkdęˀ	h-ę-g-oˀkd-ęˀ		translocative-future-I.a-finish-punctual	'I will finish something'	hęgóˀkdęˀ	h-ę-g-óˀkd-ęˀ		
tagihnǫ:s	t-hag-ihnǫ:k-s		cislocative-he:me-call-habitual	'he is calling me’	tagihnǫ:s	t-hag-ihnǫ:k-s		
hęgihnǫ:k	h-ę-g-ihnǫ:k-.		translocative-I.a-call-ø.punctual	'I will call'	hęgihnǫ:k	h-ę-g-ihnǫ:k-ø		
tgya̲hsǫhaˀ	t-g-ya̲hsǫ-haˀ		cislocative-I.a-name-habitual	'I call them'; 'I am a bingo caller'	tgya̲hsǫ́haˀ	t-g-ya̲hsǫ́-haˀ		
hęhsheyahsǫ:ˀ	h-ę-hshe-yahsǫ:-ˀ		translocative-future-you:them-name-punctual	'you will call someone's name (over there)'	hęhshéyahsǫ:ˀ	h-ę-hshé-yahsǫ:-ˀ		
ętsyaˀdęˀ	ę-t-s-yaˀd-ę-ˀ		future-cislocative-you(one).a-body-fall-punctual	'Wait, you'll fall into it'	ętsyáˀdęˀ	waˀjih wait ę-t-s-yáˀd-ę-ˀ		
hewagya̲ˀdęˀǫh	he-wag-ya̲ˀd-ę-ˀǫh		translocative-I.o-body-fall-stative	'I have fallen into it'	hewagya̲ˀdę́ˀǫh	he-wag-ya̲ˀd-ę́-ˀǫh		
tgegowanęh.	t-g-e-gowan-ęh		cislocative-I.a-joinerE-big-stative	‘I amthe oldest (biggest)’	tgegówanęh.	í:ˀ I t-g-e-gówan-ęh		
gegowanęh	g-e-gowan-ęh		I.a-joinerE-big-stative	‘I ambig’	gegówanęh	g-e-gówan-ęh		
tganǫhso:t	t-ga-nǫhs-o:t		cislocative-it.a-house-stand.stative	‘at the house’	tganǫ́hso:t	shęh that t-ga-nǫ́hs-o:t		
haˀdewę̲hnihsrage:	haˀde-w-ę̲hnihsr-age:		translocative.dualic-it.a-day-two.or.more.stative	‘every day’, ‘many days’	haˀdewę̲hníhsrage:	haˀde-w-ę̲hníhsr-age:		
haˀdewa̲hsǫdage:	haˀde-w-a̲hsǫd-age:		translocative.dualic-it.a-night-two.	‘every night’	haˀdewa̲hsǫ́dage:	haˀde-w-a̲hsǫ́d-age:		
haˀdega̲ˀdrehdage:	haˀde-ga̲-ˀdrehd-age:		translocative.dualic-it.a-car-two.or.more.stative	‘all kinds of cars’	haˀdega̲ˀdréhdage:	haˀde-ga̲-ˀdréhd-age:		
dekdaˀs	de-k-d-a-ˀs		dualic-I.a-stand-join-habitual	'I amstanding'	dekdaˀs	de-k-d-a-ˀs		
dęhadagyaˀda̲hgwaˀt	d-ę-ha-dag-yaˀd-a̲-hgwaˀt-.		dualic-future-he.a-reflexive-body-joinerA-cause.to.raise-ø.punctual	'he will do push ups'	dęhadagyáˀda̲hgwaˀt	d-ę-ha-dag-yáˀd-a̲-hgwaˀt-ø		
degaǫnaˀsgwa̲hkwaˀ	de-gaǫ-naˀsgw-a̲-hgw-haˀ		dual-they(fe/males).a.semireflexive-lift.up-habitual	'they (females or mixed) are jumping'	degaǫnáˀsgwa̲hkwaˀ	de-gaǫ-náˀsgw-a̲-hgw-haˀ		
de̲hęnaǫhaˀ	de̲-hęn-aǫ-haˀ		dualic-they(males).a-run-habitual	'they (males) are racers'	de̲hęnáǫhaˀ	de̲-hęn-áǫ-haˀ		
de̲hęnadatgǫ̲he:s	de̲-hęn-adat-gǫ̲he:g-s		dualic-they(males).a-reflexive-punch-habitual	'boxers'; 'they (males only) are boxing'	de̲hęnadátgǫ̲he:s	de̲-hęn-adát-gǫ̲he:g-s		
dewa:tgwęh	de-w-a:t-gw-ęh		dualicit.ait-semireflexive-dance-stative	'it is dancing'	dewá:tgwęh	de-w-á:t-gw-ęh		
da:ha:dahs	d-a:-ha:-dahsd–.		dualic-indefinite-he.a-stop-ø.aspect	'he should stop'	da:há:dahs	d-a:-há:-dahsd–ø		
dehsdaˀ	de-hs-daˀ-.		dualic-you(one).a-stop-ø.aspect	'stop!'	dehsdaˀ	de-hs-daˀ-ø		
dęgakeyaˀdahk	d-ę-gake-yaˀd-a-hgw-.		dualic-future-I:them-body-joinerA-pick.up-ø.punctual	'I will pick them up'	dęgakeyáˀdahk	d-ę-gake-yáˀd-a-hgw-ø		
dęwatahahk	d-ę-w-at-hah-a-hgw-.		dualic-future-it.a-semireflexive-road-joinerA-pick.up-ø.punctual	'it will walk'	dęwátahahk	d-ę-w-át-hah-a-hgw-ø		
deyagodawęnyeˀ	de-yago-d-awęnye-ˀ		dualic.she.o-semireflexive-stir-stative	'she is walking about'	deyagodáwęnyeˀ	de-yago-d-áwęnye-ˀ		
dęhahgwadahnǫ:ˀ	d-ę-ha-hgwad-a-hnǫ-:ˀ		dualic-future-he.a-raise.up-joinerA-distributive-punctual	'he will raise or lift things up’	dęhahgwadáhnǫ:ˀ	d-ę-ha-hgwad-á-hnǫ-:ˀ		
detodinęhędreˀ	de-t-hodi-nęhę-dr-e-ˀ		dualic-cislocative-they(males).o-stand.in.a.line-dislocative-go-stative	'they are standing (or guarding)'	detodinę́hędreˀ	de-t-hodi-nę́hę-dr-e-ˀ		
degono̲hsgwihs	de-g-o-no̲hsgwi-hs		dualic-I.a-semireflexive-sweep-habitual	'I am sweeping'	degóno̲hsgwihs	de-g-ó-no̲hsgwi-hs		
deyoˀnhęhtsędǫ̲hǫh	de-yo-ˀnhęhts-ędǫ̲h-ǫh		dual-it.o-tail-shake-stative	'it is wagging its tail'	deyoˀnhęhtsę́dǫ̲hǫh	de-yo-ˀnhęhts-ę́dǫ̲h-ǫh		
dewahji̲ˀdoha:s	de-w-ahji̲ˀd-oha:g-s		dual-it.a-hand-squeeze-habitual	'pliers'	dewahji̲ˀdóha:s	de-w-ahji̲ˀd-óha:g-s		
degaǫdohda:s	de-gaǫ-d-ohda:g-s		dual-they(fe/males).a-semireflexive-clean-habitual	'janitors'	degaǫdóhda:s	de-gaǫ-d-óhda:g-s		
de̲ha:yaˀs	de̲-ha:-yaˀg-s		dual-he.a-break-habitual	'he breaks it'	de̲há:yaˀs	de̲-há:-yaˀg-s		
degaiho:węhs	de-ga-ih-o:wę-hs		dualic-it.a-words-split-habitual	'computer'	degaihó:węhs	de-ga-ih-ó:wę-hs		
degahihtaˀ	de-ga-hriht-haˀ		dualic-it.a-chop.up-habitual	'grinder or cutter'	degáhihtaˀ	de-gá-hriht-haˀ		
degawidragędrǫhs	de-ga-widr-a-gędrǫ-hs		dualic-it.a-ice-joinerA-skim.off-habitual	'cream separator'	degawidrágędrǫhs	de-ga-widr-á-gędrǫ-hs		
deyohahiya̲ˀgǫh	de-yo-hah-iya̲ˀg-ǫh		dualic-it.o-road-cross-stative	'crossroad'	deyohahíya̲ˀgǫh	de-yo-hah-íya̲ˀg-ǫh		
deyotsaˀkdǫh	de-yo-tsaˀkd-ǫh		dualic-it.o-bend-stative	'it is bent'	deyótsaˀkdǫh	de-yó-tsaˀkd-ǫh		
degahǫˀ	de-ga-hǫˀ		dualic-it.a-lie.across.stative	'it is lying across'	degáhǫˀ	de-gá-hǫˀ		
dęjidwadatnǫ̲hǫ:nyǫ:ˀ	d-ę-ji-dwa-dat-nǫ̲hǫ:nyǫ-:ˀ		dualic-future-we.all.inclusive.a-reflexive-greet-punctual	'we will greet each other again'	dęjidwadatnǫ̲hǫ́:nyǫ:ˀ	d-ę-ji-dwa-dat-nǫ̲hǫ́:nyǫ-:ˀ		
